No,name,region,address,경도,위도,상태
337,하내테마파크,경기 화성시,경기도 화성시 서신면 당성로 102,126.690491858596,37.1838125464789,정좌표
341,정토사(성남),경기 성남시,경기도 성남시 수정구 옛골로42번길 3,127.067696754178,37.4265435874665,정좌표
342,동주염전,경기 안산시,경기도 안산시 단원구 동주길 46,126.600316495118,37.2333711891109,정좌표
343,임진강 황포돛배,경기 파주시,경기도 파주시 적성면 적성면 두지리 216-5,126.976101345543,37.9765394161981,정좌표
345,하우현성당,경기 의왕시,경기도 의왕시 원터아랫길 81-6,127.023774606774,37.3955096598682,정좌표
346,망해암,경기 안양시,경기도 안양시 만안구 임곡로 245,126.926205828159,37.4116571431267,정좌표
347,일동 용암유황천,경기 포천시,경기도 포천시 일동면 수입로 46,127.326152443272,37.9742703385534,정좌표
348,파크엘림,경기 안성시,경기도 안성시 일죽면 주래본죽로 124-26,127.490433452948,37.0901299697323,정좌표
349,백운호수 음식마을,경기 의왕시,경기도 의왕시 백운로 497-3,126.999811479955,37.3807520257095,정좌표
350,구리타워,경기 구리시,경기도 구리시 왕숙천로 49,127.161531152283,37.5883115407753,정좌표
351,불암사(남양주),경기 남양주시,경기도 남양주시 불암산로 190,127.098244321752,37.6584290493302,정좌표
353,우둠지,경기 포천시,경기도 포천시 영북면 산정호수로 446,127.312992848746,38.0626832554624,정좌표
354,흥국사(남양주),경기 남양주시,경기도 남양주시 덕릉로1071번길 58,127.098439966525,37.6847193967278,정좌표
356,평촌 먹거리촌,경기 안양시,경기도 안양시 동안구 귀인로190번길 90-16,126.962499854213,37.3823359134748,정좌표
357,춘궁동 한식마을,경기 하남시,경기도 하남시 이성로 57,127.192213627856,37.5321522127355,정좌표
358,담다헌 체험교육관,경기 의정부시,경기도 의정부시 송산로939번길 98,127.100223239127,37.7120785889099,정좌표
359,푸른언덕블루베리,경기 포천시,경기도 포천시 창수면 옥수로327번길 126-47,127.17199708208,38.0158344162048,정좌표
360,남양주 구 팔당역,경기 남양주시,경기도 남양주시 와부읍 팔당로 163,127.248759606823,37.5442571700346,정좌표
361,노적봉공원,경기 안산시,경기도 안산시 상록구 고잔로 162,126.844255887546,37.3183186990179,정좌표
362,진위천유원지,경기 평택시,경기도 평택시 진위면 진위서로 264-15,127.086481466112,37.0981385180003,정좌표
363,웅진플레이도시 워터도시,경기 부천시,경기도 부천시 조마루로 2,126.745359117645,37.4988260569402,정좌표
365,용인향교,경기 용인시,경기도 용인시 기흥구 용인향교로 12-6,127.12066687267,37.2953873104868,정좌표
367,곤충생태관,경기 구리시,경기도 구리시 검배로 200,127.159872325052,37.5937914788543,인근좌표
368,단대동 닭죽촌,경기 성남시,경기도 성남시 수정구 수정로 460-3,127.155809978501,37.4615436939981,정좌표
369,청계사(경기),경기 의왕시,경기도 의왕시 청계로 475,127.035046794942,37.412089046158,정좌표
370,팔달문,경기 수원시,경기도 수원시 팔달구 정조로 780,127.016532313031,37.2775815252805,정좌표
371,국청사(경기),경기 광주시,경기도 광주시 남한산성면 남한산성로780번길 105,127.176853627207,37.4840076718445,정좌표
373,궁평리 해수욕장,경기 화성시,경기도 화성시 서신면 수문개길 81-36,126.684834518525,37.1234106924863,정좌표
374,신륵사관광지,경기 여주시,경기도 여주시 신륵사길 73,127.659945314012,37.2974092999767,정좌표
375,약암홍염천,경기 김포시,경기도 김포시 대곶면 약암로 965-7,126.552322048835,37.6386376721536,정좌표
376,대가농원,경기 남양주시,경기도 남양주시 조안면 다산로761번길 15,127.299516629947,37.5153338657524,정좌표
377,경희천문대,경기 용인시,경기도 용인시 기흥구 덕영대로 1732,127.083005020366,37.2412241070501,정좌표
